species,Lat,Lon
Oncosiphon pilulifer,-33.875000000000000,25.625000000000000
Oncosiphon pilulifer,-32.125000000000000,18.375000000000000
Oncosiphon pilulifer,-31.222548000000000,19.845786000000000
Oncosiphon pilulifer,-32.375000000000000,24.375000000000000
Oncosiphon pilulifer,-31.875000000000000,24.875000000000000
Oncosiphon pilulifer,-27.125000000000000,25.875000000000000
Oncosiphon pilulifer,-34.125000000000000,19.875000000000000
Oncosiphon pilulifer,-31.375000000000000,25.125000000000000
Oncosiphon pilulifer,-34.625000000000000,19.625000000000000
Oncosiphon pilulifer,-32.875000000000000,23.125000000000000
Oncosiphon pilulifer,-34.125000000000000,23.375000000000000
Oncosiphon pilulifer,-33.375000000000000,22.875000000000000
Oncosiphon pilulifer,-32.125000000000000,21.875000000000000
Oncosiphon pilulifer,-32.625000000000000,22.875000000000000
Oncosiphon pilulifer,-25.625000000000000,28.375000000000000
Oncosiphon pilulifer,-28.875000000000000,20.625000000000000
Oncosiphon pilulifer,-32.125000000000000,21.875000000000000
Oncosiphon pilulifer,-32.875000000000000,23.375000000000000
Oncosiphon pilulifer,-33.875000000000000,19.875000000000000
Oncosiphon pilulifer,-33.625000000000000,22.125000000000000
Oncosiphon pilulifer,-31.875000000000000,24.875000000000000
Oncosiphon pilulifer,-32.043332999999997,20.126389000000000
Oncosiphon pilulifer,-34.375000000000000,21.125000000000000
Oncosiphon pilulifer,-32.875000000000000,23.625000000000000
Oncosiphon pilulifer,-33.875000000000000,25.625000000000000
Oncosiphon pilulifer,-29.875000000000000,30.625000000000000
Oncosiphon pilulifer,-27.625000000000000,27.125000000000000
Oncosiphon pilulifer,-31.875000000000000,25.625000000000000
Oncosiphon pilulifer,-34.375000000000000,20.375000000000000
Oncosiphon pilulifer,-33.875000000000000,25.625000000000000
Oncosiphon pilulifer,-29.875000000000000,30.625000000000000
Oncosiphon pilulifer,-32.125000000000000,25.375000000000000
Oncosiphon pilulifer,-33.392778000000000,19.801110999999999
Oncosiphon pilulifer,-33.533332999999999,19.866667000000000
Oncosiphon pilulifer,-33.875000000000000,21.125000000000000
Oncosiphon pilulifer,-34.375000000000000,21.375000000000000
Oncosiphon pilulifer,-30.125000000000000,24.625000000000000
Oncosiphon pilulifer,-29.625000000000000,25.375000000000000
Oncosiphon pilulifer,-31.500000000000000,19.366667000000000
Oncosiphon pilulifer,-33.625000000000000,19.375000000000000
Oncosiphon pilulifer,-34.125000000000000,22.125000000000000
Oncosiphon pilulifer,-33.625000000000000,19.875000000000000
Oncosiphon pilulifer,-28.625000000000000,28.125000000000000
Oncosiphon pilulifer,-31.875000000000000,26.875000000000000
Oncosiphon pilulifer,-28.625000000000000,24.875000000000000
Oncosiphon pilulifer,-32.303055999999998,25.000000000000000
Oncosiphon pilulifer,-33.375000000000000,22.125000000000000
Oncosiphon pilulifer,-33.875000000000000,25.375000000000000
Oncosiphon pilulifer,-29.625000000000000,25.375000000000000
Oncosiphon pilulifer,-32.125000000000000,18.375000000000000
Oncosiphon pilulifer,-32.242736999999998,25.473625999999999
Oncosiphon pilulifer,-32.875000000000000,22.875000000000000
Oncosiphon pilulifer,-25.625000000000000,28.125000000000000
Oncosiphon pilulifer,-33.625000000000000,25.125000000000000
Oncosiphon pilulifer,-33.125000000000000,20.875000000000000
Oncosiphon pilulifer,-28.625000000000000,24.875000000000000
Oncosiphon pilulifer,-33.875000000000000,21.625000000000000
Oncosiphon pilulifer,-31.375000000000000,25.625000000000000
Oncosiphon pilulifer,-30.375000000000000,26.125000000000000
Oncosiphon pilulifer,-26.125000000000000,28.375000000000000
Oncosiphon pilulifer,-32.625000000000000,28.125000000000000
Oncosiphon pilulifer,-34.125000000000000,18.375000000000000
Oncosiphon pilulifer,-29.625000000000000,18.625000000000000
Oncosiphon pilulifer,-34.375000000000000,21.375000000000000
Oncosiphon pilulifer,-31.375000000000000,26.125000000000000
Oncosiphon pilulifer,-28.625000000000000,24.875000000000000
Oncosiphon pilulifer,-34.125000000000000,21.375000000000000
Oncosiphon pilulifer,-29.863610999999999,18.591111000000001
Oncosiphon pilulifer,-33.875000000000000,22.125000000000000
Oncosiphon pilulifer,-33.875000000000000,21.125000000000000
Oncosiphon pilulifer,-34.375000000000000,20.625000000000000
Oncosiphon pilulifer,-26.125000000000000,28.375000000000000
Oncosiphon pilulifer,-31.375000000000000,25.125000000000000
Oncosiphon pilulifer,-32.508837000000000,27.979396999999999
Oncosiphon pilulifer,-33.375000000000000,22.375000000000000
Oncosiphon pilulifer,-32.799999999999997,26.879999999999999
Oncosiphon pilulifer,-31.375000000000000,25.125000000000000
Oncosiphon pilulifer,-31.875000000000000,26.875000000000000
Oncosiphon pilulifer,-29.625000000000000,18.875000000000000
Oncosiphon pilulifer,-32.125000000000000,21.875000000000000
Oncosiphon pilulifer,-33.125000000000000,26.625000000000000
Oncosiphon pilulifer,-29.500000000000000,17.866667000000000
Oncosiphon pilulifer,-33.375000000000000,26.625000000000000
Oncosiphon pilulifer,-34.125000000000000,23.125000000000000
Oncosiphon pilulifer,-33.375000000000000,26.375000000000000
Oncosiphon pilulifer,-30.375000000000000,18.625000000000000
Oncosiphon pilulifer,-31.375000000000000,25.125000000000000
Oncosiphon pilulifer,-31.375000000000000,19.875000000000000
Oncosiphon pilulifer,-32.312778000000002,24.965555999999999
Oncosiphon pilulifer,-32.125000000000000,22.375000000000000
Oncosiphon pilulifer,-33.625000000000000,19.625000000000000
Oncosiphon pilulifer,-34.375000000000000,20.625000000000000
Oncosiphon pilulifer,-34.556263000000001,20.408041999999998
Oncosiphon pilulifer,-34.125000000000000,20.125000000000000
Oncosiphon pilulifer,-29.625000000000000,22.625000000000000
Oncosiphon pilulifer,-30.375000000000000,25.375000000000000
Oncosiphon pilulifer,-33.375000000000000,22.375000000000000
Oncosiphon pilulifer,-32.375000000000000,25.375000000000000
Oncosiphon pilulifer,-29.125000000000000,26.125000000000000
Oncosiphon pilulifer,-33.625000000000000,22.625000000000000
Oncosiphon pilulifer,-26.125000000000000,30.125000000000000
Oncosiphon pilulifer,-33.750000000000000,20.250000000000000
Oncosiphon pilulifer,-32.528360999999997,27.464171000000000
Oncosiphon pilulifer,-33.994444000000001,22.722221999999999
Oncosiphon pilulifer,-29.125000000000000,18.875000000000000
Oncosiphon pilulifer,-29.125000000000000,26.125000000000000
Oncosiphon pilulifer,-31.375000000000000,19.875000000000000
Oncosiphon pilulifer,-29.750000000000000,17.750000000000000
Oncosiphon pilulifer,-31.125000000000000,18.375000000000000
Oncosiphon pilulifer,-33.875000000000000,25.625000000000000
Oncosiphon pilulifer,-29.625000000000000,22.625000000000000
Oncosiphon pilulifer,-34.160196999999997,22.106614000000000
Oncosiphon pilulifer,-33.596944999999998,22.199857000000002
Oncosiphon pilulifer,-33.425375000000003,20.034061000000001
Oncosiphon pilulifer,-33.694595000000000,25.818069000000001
Oncosiphon pilulifer,-33.531089999999999,22.467970000000001
Oncosiphon pilulifer,-33.625000000000000,19.375000000000000
Oncosiphon pilulifer,-34.027515999999999,25.483951000000001
Oncosiphon pilulifer,-32.098981000000002,26.298525000000001
Oncosiphon pilulifer,-32.808332000000000,19.758920000000000
Oncosiphon pilulifer,-33.564250000000001,25.297232999999999
Oncosiphon pilulifer,-32.225279999999998,20.512499999999999
Oncosiphon pilulifer,-33.706910000000001,22.419789999999999
Oncosiphon pilulifer,-32.436762000000002,18.780336999999999
Oncosiphon pilulifer,-33.426935000000000,25.752718999999999
Oncosiphon pilulifer,-34.020344999999999,25.435476000000001
Oncosiphon pilulifer,-33.707636999999998,22.449245000000001
Oncosiphon pilulifer,-33.762199000000003,22.337971000000000
Oncosiphon pilulifer,-29.920000000000002,17.879999999999999
Oncosiphon pilulifer,-33.742579999999997,22.329809999999998
Oncosiphon pilulifer,-33.847189999999998,22.414850000000001
Oncosiphon pilulifer,-33.852190999999998,25.430558999999999
Oncosiphon pilulifer,-33.602907999999999,21.082203000000000
Oncosiphon pilulifer,-33.942131000000003,20.080589000000000
Oncosiphon pilulifer,-31.955456999999999,25.007912000000001
Oncosiphon pilulifer,-33.714554000000000,25.856057000000000
Oncosiphon pilulifer,-29.750000000000000,25.316666999999999
Oncosiphon pilulifer,-34.024935999999997,25.453719000000000
Oncosiphon pilulifer,-34.709632999999997,20.102722000000000
Oncosiphon pilulifer,-33.717900000000000,22.408200000000001
Oncosiphon pilulifer,-33.733111999999998,23.040707000000001
Oncosiphon pilulifer,-33.771518999999998,22.774279000000000
Oncosiphon pilulifer,-33.380147999999998,20.980915000000000
Oncosiphon pilulifer,-33.470578000000003,21.446290999999999
Oncosiphon pilulifer,-33.221001000000001,19.697091000000000
Oncosiphon pilulifer,-33.447175999999999,19.728418000000001
Oncosiphon pilulifer,-33.805669000000002,25.431626000000001
Oncosiphon pilulifer,-29.933333000000001,23.666667000000000
Oncosiphon pilulifer,-31.852650000000001,24.463660000000001
Oncosiphon pilulifer,-33.770533000000000,25.661200000000001
Oncosiphon pilulifer,-32.993150000000000,27.935946999999999
Oncosiphon pilulifer,-32.295000000000002,21.805833000000000
Oncosiphon pilulifer,-32.295000000000002,21.805833000000000
Oncosiphon pilulifer,-28.998529999999999,25.092540000000000
Oncosiphon pilulifer,-33.503610000000002,20.985830000000000
Oncosiphon pilulifer,-33.503610000000002,20.985830000000000
Oncosiphon pilulifer,-34.357219999999998,18.497499999999999
Oncosiphon pilulifer,-32.174720000000001,26.460000000000001
Oncosiphon pilulifer,-33.503610000000002,20.985830000000000
Oncosiphon pilulifer,-28.998529999999999,25.092540000000000
Oncosiphon pilulifer,-33.503610000000002,20.985830000000000
Oncosiphon pilulifer,-34.357219999999998,18.497499999999999
Oncosiphon pilulifer,-28.998529999999999,25.092540000000000
Oncosiphon pilulifer,-32.174720000000001,26.460000000000001
Oncosiphon pilulifer,-33.503610000000002,20.985830000000000
Oncosiphon pilulifer,-32.174720000000001,26.460000000000001
